Participant,SnippetID,CL
1,1,0.992502036502175
1,2,1.01495273777696
1,3,1.08104031548652
1,4,1.11715819642002
1,5,1.11553773836363
1,6,2.21098172097197
1,7,1.03359793953923
1,8,1.21219972167975
1,9,0.817315052479843
1,10,0.994394898221873
1,11,0.809511882255752
1,12,1.16488232749074
1,13,1.12061729492723
1,14,1.48536764350447
1,15,0.956436994997078
1,16,0.97055317511776
2,1,5.42686439672511
2,2,3.90096605119738
2,3,5.44897775773667
2,4,5.61735903749807
2,5,4.1559390062656
2,6,8.86760505847498
2,7,4.89160659676624
2,8,6.94149335508845
2,9,6.5661727871064
2,10,1.93193770059504
2,11,5.40400228138466
2,12,5.09059184548428
2,13,2.42004646617491
2,14,5.34322787388901
2,15,7.78572542424962
2,16,4.07345641719595
3,1,0.847502448381507
3,2,0.893440208891564
3,3,1.03610940934486
3,4,0.71569207669137
3,5,0.929552598772031
3,6,0.894332027954018
3,7,0.767764075899675
3,8,0.952617555474976
3,9,0.69838787637012
3,10,0.582556641838567
3,11,0.874834572125393
3,12,0.798621132506785
3,13,0.869681774314005
3,14,1.17011324502143
3,15,0.57590674466677
3,16,0.669107059289716
4,1,1.3006613996122
4,2,2.24567108730767
4,3,1.92969671235532
4,4,3.69154793464303
4,5,2.12406930873113
4,6,4.00272094527377
4,7,3.33355360485446
4,8,3.30437135089064
4,9,2.22829348905863
4,10,2.89168065960534
4,11,3.01805597691622
4,12,3.12082752675742
4,13,2.49981753677728
4,14,2.39741879465085
4,15,3.4776771515977
4,16,2.26044736414321
5,1,2.38600149914224
5,2,2.92156861730694
5,3,4.12516588398463
5,4,4.2564691161595
5,5,5.92299875473186
5,6,3.94841168389724
5,7,2.36553548876118
5,8,5.28817720813031
5,9,3.32359673410074
5,10,2.92317826772383
5,11,4.60474074971571
5,12,3.47026879765271
5,13,1.95336966454823
5,14,2.72090899615784
5,15,7.90934156076755
5,16,2.34765531414973
6,1,2.06580962774235
6,2,1.83302879910436
6,3,2.07550418071466
6,4,1.91303141572511
6,5,1.86509437167329
6,6,1.97275805662255
6,7,1.75942457677547
6,8,2.46577484023263
6,9,1.53794854161144
6,10,2.18775158343331
6,11,1.9181357408402
6,12,1.33485592649382
6,13,1.36551354320281
6,14,1.51770230471528
6,15,1.98223027755661
6,16,1.67792658093473
7,1,8.88136994386993
7,2,5.65382012163657
7,3,4.10585154154712
7,4,4.74374777221293
7,5,4.98798625675662
7,6,5.43166816249156
7,7,4.03284434056235
7,8,5.52938724621862
7,9,4.42795154643976
7,10,4.97864102266857
7,11,5.27235670569584
7,12,5.32489388452729
7,13,5.43774692413145
7,14,3.71936557058755
7,15,4.08191325257468
7,16,5.81123261183397
8,1,4.02039248103882
8,2,3.75156421508824
8,3,3.26230376183623
8,4,3.61695997402179
8,5,2.99008800534973
8,6,3.5742145830937
8,7,4.11137648531644
8,8,4.54415730025897
8,9,4.19255048068869
8,10,3.43189692275112
8,11,4.48434432193468
8,12,3.70082552530465
8,13,3.65237142674778
8,14,3.51198412934628
8,15,3.11019107196863
8,16,4.95121535763581
9,1,3.76826965859761
9,2,2.26982254146976
9,3,3.03673238322747
9,4,1.96230230877877
9,5,1.79917798116981
9,6,14.7681837410844
9,7,2.55012714787374
9,8,2.43731147111763
9,9,9.60396767774662
9,10,11.4937546956346
9,11,11.8271106648336
9,13,2.03786583819804
9,14,4.06112343999673
9,15,12.0913976623909
9,16,14.9733803122537
10,1,2.6279473050117
10,2,3.10079592888498
10,3,3.29889185321928
10,4,2.91330769402724
10,5,1.96055673604422
10,6,2.5576178150259
10,7,1.92601270825198
10,8,3.65977984922636
10,9,1.58740823676545
10,10,2.51594553963384
10,11,2.60113600746461
10,12,2.68708773277339
10,13,2.82994701054134
10,14,2.94785966003698
10,15,3.12958498184183
10,16,1.92154326285084
11,1,1.27681739835585
11,2,1.94392667596133
11,3,3.06442530639599
11,4,2.24210352896465
11,5,1.74384767042168
11,6,2.76986022152883
11,7,1.57583906579896
11,8,2.09600211265013
11,9,1.3319131640721
11,10,1.88567312208677
11,11,3.46612750530901
11,12,2.16232299911221
11,13,1.43473203749932
11,14,2.51071923213347
11,15,2.27658659503742
11,16,2.04808991726302
13,1,4.46244432232069
13,2,3.17370827500688
13,3,3.14740296391867
13,4,3.71528887380713
13,5,3.84126133766268
13,6,3.30072516229846
13,7,4.18712358407583
13,8,5.25672260942642
13,9,1.42125744605969
13,10,2.54352691037189
13,11,9.68175132548743
13,12,3.27301652398809
13,13,3.27913898813182
13,14,3.52033434047637
13,15,3.2482735165767
13,16,2.73120834975684
14,1,2.22636107119407
14,2,3.29986139501562
14,3,4.12951622961268
14,4,4.36478601081408
14,5,5.10924149089551
14,6,7.00306374218261
14,7,1.72306563548116
14,8,3.84586993401137
14,9,3.71141192611813
14,10,3.41725961562531
14,11,4.48649076311342
14,12,5.24374432657052
14,13,3.68797628549349
14,14,3.59173330573213
14,15,8.1068844644837
14,16,3.20940335897362
15,1,2.84032630553838
15,2,4.0460046433324
15,3,1.81068575174468
15,4,3.6410670755233
15,5,2.15556981173127
15,6,2.58627063074594
15,7,1.82224918801469
15,8,2.31622155386753
15,10,1.62993979567266
15,11,2.0918082538519
15,12,1.61232527164462
15,13,1.97118540447291
15,14,1.90290462072245
15,15,3.22437482884834
15,16,2.90620038511372
16,1,1.95088194969507
16,2,2.42002035172668
16,3,5.05333007285838
16,4,2.69247210080546
16,5,3.35738571072185
16,6,2.9924024553816
16,7,2.63889902573077
16,8,6.79514608914094
16,9,4.15699508893984
16,10,3.96846526982013
16,11,2.52059130939505
16,12,3.11117343852965
16,13,3.09862651745543
16,14,2.43847384488836
16,15,2.22679394237554
16,16,2.69306567860541
17,1,6.23780798527916
